review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
Light and user fy,Very light and easy to use. Touch screen is a great convenience over my current PC. Battery life is excellent.,snowfork,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 12, 2021",
Works great,"This was a gift for my partner. I set it up for him, and added the apps he wanted. This version of the Chromebook was easy to set up. The hardware seems sturdy, it survived a long road trip and a few air travel trips.",Peggy,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 28, 2021",
Love it!!!,"This being our 4th chromebook, this is by far the best!  We both love it! My husband was tired of holding a",yarvet,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 30, 2020",
One of my better decisions,"I'm 72 and have been agonizing replacing my aging Asus laptop. Back and forth between a Chromebook or a laptop. Read reviews on the differences, threw a dart, and ordered this Chromebook. What a great decision. Opened it up, plugged it in and turned it on. Then answered a few questions and it synched with my Note8. I like to cook and can hardly wait to look up a recipe, tent it, and start creating.  I have very simple computer needs, email, banking, and, looking up recipes. For me this is a 5.",Curt B,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 2, 2020",625 people found this helpful
Not the Advertised Model,"This is listed on the website as CP311-2H-C679, but is really a CP311-3H-K23X (says so on the box).  The difference is 3H-K23X uses a different chipset (MediaTek vs Intel).  While this change saves battery life it also impacts the performance of the unit SIGNIFICANTLY (particularly when used for internet calls, aka zoom calls, as the graphics processor was downgraded in tandem).  This device is only suitable for LIGHT browsing and low-quality video/zoom calls.  It'll probably handle youtube playback if you're not doing anything else.",Moffett McKenna,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on November 19, 2021",65 people found this helpful
Better than Tango,"ACER is A+ 5 Star, touchscreen, has good keybooard, the battery last only for a day; u need to recharge it everyday.  My student graduated using ACER.  /  [On the other hand, the other product Tango has no external keyboard (I bought x2 nothing works and they made it hard to return; and I was unable to; bad customer support); i have to buy an externa keyboard for this Tango from entirely different company.  I am writing now at my Tango [this still works as secondary tablet]; because my son still has his ACER.",Maria Grace,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on July 6, 2022",2 people found this helpful
Stopped working 4months,"Bought this for my niece. Only to be called 2 months later. ""Uncle the laptop isn't working"". Trash. Stuck with a paperweight.",Davin,2.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on October 24, 2022",
Y’all did a great job,I’m happy with my touch screen,Songail nonnon,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on February 20, 2021",
So far so good,"Bought this for my grand-daughter after being disappointed with another Chromebook purchase.  She was specific about the features she wanted.  Its being used for several hours at least 5 days per week, and is working satisfactorily since it was received.",JudZ,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on November 6, 2020",2 people found this helpful
Christmas Gift for granddaughter,"She really likes it and I didn’t realize it was touch screen when it was ordered! Now I’m jealous, lol.",Lady V,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on January 12, 2022",
Perfect for college,Using this for college & is perfect for my needs.,Irene Gonzalez,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 4, 2021",
"It's ok, 3.5 stars","Honestly I didn't know it was a tablet with a keyboard. I thought this was a mini laptop. Make sure you know that. The screen doesn't take up the whole screen area and the display is only 720p. You can't run steam, or the epic games launcher. So no CSGO during your lunch break. Apart from those points the screen feels well made and the keyboard and touch pad are ok. Overall its ok.",Kyle McKee,3.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 22, 2020",4 people found this helpful
Great media 2&1 for common tasks,"nice and small, quick enough for small and common tasks like email, texting, browsing and movie/music streaming. screen is clear, great keyboard and sound is good for the price. would buy again for sure",Rick Larmer,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on August 27, 2021",2 people found this helpful
Best purchase for a laptop hands down!,"I am so happy I got this! It’s light, portable, and it flips into a tablet! Best purchase I’ve made when it comes to a laptop!",Natalie,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 13, 2021",
Super light and extremely easy to set up. Simple but smart!,"I've had this 1 day. Charged it, powered it up, got a walk-through of the set up. It already knows my Google settings including bookmarks and passwords, and frequently visited websites.  This was a concern because I didn't want to have to start all over. Not to worry! So far....AWESOME!",star56,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on May 16, 2021",One person found this helpful
Chromebook Screen Goes Black-Needs Chrome OS Recovery,"I purchased this item a little over a month ago.  The other day the screen went black. The power was on but the computer could not get past the black screen.  I googled the issue and found that many people have this problem with this Acer Spin 311 Chromebook.  Pressing Esc, Refresh and the Power button at the same time turned the computer on but gave me an error that the Chrome OS system was gone and needed to be recovered.  In order to fix this you have to install Chrome OS onto a flash drive, using a different Chromebook, and then reinstall the Chrome OS onto your Acer Chromebook.  Which by the way, resets your computer back to the factory reset.  You lose everything.  After going through all that it took to restore the computer two days ago, it happened again today!  The screen went black and I got the error message that the Chrome OS is missing and needs to be recovered.  For the second time in two days!  And of course, I am one week past the return window.  I spent $300 and it lasted only a few weeks.  I would not recommend this item to anyone.",Jakey's Mom,1.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on September 18, 2020",38 people found this helpful
Good buy,If you are an older adult who is looking for a reliable computer for paying bills or reading this guy is perfect,der174,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on June 28, 2021",
How to use it in detail.,I wish I had a book telling me how it works in detail.,Bonnie Zito,4.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on November 12, 2020",One person found this helpful
Perfect for my 14 year old,"Excellent product! Perfect size, weight. Sound is amazing for its price and size. I purchased this for my 8th grader for elearning now and high school next year. Highly recommend!!",Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on March 20, 2021",
An impressive laptop considering the price,"I picked up one of these on a cyber Monday deal, and it's my second Acer. The first was a real workhorse so I felt safe with the brand, and sure enough I love this one too. I use it mainly for word processing, and for those purposes it gets the job done nicely. I love the keyboard, and I love how light this laptop is. The trackpad works smoothly too. Those are pretty much the most important features for me. The screen is plain old HD, but you can't have everything at that price point and type is still reasonably crisp. It has a Micro SD card slot, the keyword there being Micro. I had a bunch of SD cards but had to shell out for a Micro SD, although it wasn't very expensive. I'm not sure how much I will flip it into tablet mode and use that, but it's nice to know the option is there. If I had to nitpick I'd say that I don't like that the Acer logo is so prominent in the bezel, or that it says Corning Gorilla Glass at the top of the screen--I don't need logos and type drawing my focus when I'm on task. A little black tape fixed that. But overall I couldn't be happier with this excellent and affordable Chromebook!",Stephen de las Heras,5.0 out of 5 stars,"Reviewed in the United States 🇺🇸 on December 5, 2021",
