,Hardware Sentences,Hardware Polarity
2194,the laptop does recognize when you are using it in tablet mode and it brings up the onscreen keyboard.,Neutral
2195,"i thought i liked it originally, but the more i use it, the more i realize how slow the laptop is compared to my macbook air 2015. granted, the macbook air costs 4x more, but i came to a point where the chromebook just felt unusable and more like a starter laptop for my 9-year old kid.",Positive
2196,"turns itself off randomly and will not turn on sometimes, i do like the lighted keyboard though.",Negative
2197,camera stopped working after a month.,Neutral
2198,the screen went black and the keyboard felt very hot.,Positive
2199,love it so much i got my husband 1 and my granddaughter 1,Positive
2200,"there is a half inch decrease in width, no decrease in length, but a 1"" decrease in keyboard width -- which is all in the number pad, now 2x4"" (previously 3x4). | the enter button is shrunk so small it is easier to use the one on the main keyboard.",Negative
2201,also surprised there was not more preloaded like a contacts app or the typical gallery app android like to have pared with the camera.,Negative
2202,"this laptop, if you compare it to apple's new m2 macbook air, is pretty comparable in price, but gets you 2x the ram, 758 gb more storage, upgrade capabilities, more ports, and more.",Positive
2203,also the backlight keyboard is a plus and the bluetooth is super helpful,Positive
2204,"it is very quick and responsive, easy to personalize, the screen is huge, it is slim, and the keyboard has so many functions it makes me squeal a little bit.",Positive
2205,"i immediately turned off the s-mode, which is a scam anyway, and bought my software on ebay for pennies on the dollar.",Neutral
2206,"the people at acer were very helpful and the first time they knew exactly which keys on the keyboard to tap and how many times to tap them to get it to work. | other than the touchpad, which is why i sent it back, there were other things that i really did not like about the product when it was working.",Positive
2207,i had thought it came with an anti-virus and anti spyware and all that stuff apparently it comes with a window defender? | but that did not stop a fake security scam from attacking me within the first 3 hours of setup? | it was quite a scam and it took me three or four weeks to straighten it out and change all my bank information and every other thing because i did not know the extent to which they hacked into my computer. | found out that my internet comes with a norton security suite so i called them up and they help me to install it and even in that case for the next week or two i was still getting warnings at least from the norton sweet that someone was trying to hack in again and kept identifying it is the same fake security scam.i had no choice but i had to stop using it and i rarely use it because i am afraid to do that i do not want to be hacked.,Negative
2208,i like that it came as described and it is easy to use.,Positive
2209,lit keyboard...stays lit for maybe 15 seconds.....interesting feature and wished it stayed lit all the time. | needs at least 1 more usb 2.0 or 3.0 port.,Positive
2210,"i love the backlit keyboard, as well as the ips display. | currently typing this review on it right now, and the keyboard is nothing like my high end mechanical keyboard, but is not bad. | my only complaint is that it only has one usb 3.1 port.",Positive
2211,i came i checked it and put in my email access and all.it seemed to have been ok. i took it up this week cause i was and still using my phone and said it is time to use it...it will not even come on at all.,Positive
2212,"i only knew i wanted a ssd, and a lighted keyboard for sure. | i came across this model and went back and forth for days on whether to purchase or not.",Positive
2213,i love the backlit keyboard.,Positive
2214,i am running archlinux on this (and mint from a usb boot) and it works great.,Positive
2215,the touchpad did not work new out of the box.,Positive
2216,i could not have been more disappointed in my unit i guess i got unlucky or something along those lines my unit came with a screw lose on arrival.,Negative
2217,"just started using it, but this seems like a very nice laptop that is compact and light enough to carry to classes on campus daily.",Positive
2218,"now it is impossible to adjust bios settings, nor to boot from a usb stick for reinstallation, recovery etc.",Negative
2219,"laptop is good for little kids, or someone who just want a cheap laptop to browse internet and check emails, i would not recommend for teenaged or power user, i did notice when streaming youtube the video is a little grainy, and the sound is a bit on the low end, the build quality is sturdy and the keyboard is good, but no back lit keys.",Positive
2220,the touchpad constantly registers any other movement so mouse has a habit to veer off.,Negative
