,Audio Sentences,Audio Polarity
1111,"you can do better - overall it is subpar... speakers are the worst, my iphone’s speaker volume is 3 times louder.",Negative
1112,"other than some minor gripes relating to the low audio levels out of the box, like less than a smartphone levels, i am very satisfied with this purchase. | i did some tinkering with the sound drivers and managed to get it to play acceptably loud.",Positive
1113,it is still under warranty but it sounds like that might be an issue with covid and shipping it to texas for repair.,Neutral
1114,it stutters about every 15 seconds going from around 250 frames in a game to 7. this does not just freeze your game it also stutters your audio as well.,Negative
1115,"nope... the speakers are horrible, even at 100% it is near impossible to hear.",Negative
1116,should make sure that the description explins there are no speakers in the unit!!!,Positive
1117,"screen is large with good quality picture, sound is a bit weak but good enough considering it is a slim case laptop for such a great price point.",Positive
1118,"excellent sound quality, and very user friendly.",Positive
1119,after a couple of days the only complaint is that the speakers are on the bottom.,Negative
1120,"the performance was pretty slow opening web pages, the volume was low to average & would probably need external speakers unless you are in a quiet room.",Negative
1121,"that being said, i was disappointed by the speakers. | you can barely hear any audio.",Negative
1122,the sound this thing has is embarrassing. | sounds like crap. | my phone literally sounds 100% better.,Positive
1123,sound quality is good.,Positive
1124,the sound is not very loud and sometimes the cpu is slow to respond. | the quality of the sound is good though and the cpu does respond quickly most of the time so i cannot really fault the machine too much.,Positive
1125,speakers are not great but wearing headphones is great for watching netflix/youtube at night.,Positive
1126,"however, the speakers are sad. | the sound is thin and low. | i can do little with video or online sound without headphones unless the room is absolutely silent. | for the price, these speakers are a disappointment. | i would say, if audio and long battery life are not a concern to you, this is a great computer. | the tiny sound from the speakers is another matter.",Negative
1127,"screen is very bright, speakers are excellent, and keyboard feels great!!!",Positive
1128,"bought 2 for my husband and i. everything has been really amazing with it, speakers keep it bumpin at work, and my husband can do all of his writing on his.",Positive
1129,"looks great, runs better, audio on speakers is a bet eh but i use a headset so it no biggie.",Positive
1130,"speakers are on the underneath, so i have to tilt it up if it is on a soft surface like my bed.",Positive
1131,having said that the sound (as in volume) sucks,Positive
1132,all the reviews i read said the speakers are great.,Positive
1133,"2nd the sound is kind of low even at 100% probably due to the downward facing speakers they are placed at the front though which helps but up facing speakers of my 14"" laptop make it much louder even at 50%.",Positive
1134,"it works great, fast, picture is super clear, speakers were awesome.",Positive
1135,"this acer laptop was the worst, sound system was terrible, you can barely hear it even if you turn it up to the max, the mouse pad and keys were unresponsive, cannot adjust the settings, etc.",Negative
1136,"could not get the sound to work, windows is a pain in the ass.",Positive
