,Display Sentences,Display Polarity
3687,"there are too many baffling oddball problems -- like it will not do portrait mode on a displaylink monitor. | it has problems with docking stations that ought to work just fine -- despite me turning off sleep and screen locking, when in clamshell closed mode, sometimes it will not wake up and has to be hard power-cycled or zapped to get it to boot back up.",Positive
3688,over time that crack deepened diagonally and moved to the screen making the charging area unstable.,Neutral
3689,def 1040 resolution.,Neutral
3690,there was a mcafee icon on my screen when i received it and after about 9 days it activated and sent a huge warning screen of viruses i had on my computer and the immediate need to resolve them. | even after i uninstalled mcafee i still kept getting the warning screens every minute or two.,Positive
3691,really works well for all your school needs and is decent for low quality and resolution games like valorant and such,Positive
3692,the display and hd camer work excellent.,Positive
3693,"this means unparalleled performance, amazing battery life, and beautiful screen quality.",Positive
3694,lacks a touchscreen but that is in the specs.,Neutral
3695,touch screen is a definite plus for ease of use.,Neutral
3696,excellent screen quality.,Positive
3697,15” screen is good too.,Positive
3698,"excellent laptop with high performance, and a beautiful 1080p display.",Positive
3699,the screen is bright and all the colors are vivid.,Positive
3700,"i like the lite keyboard, and the screen is crisp and the blacks are deep and rich.",Positive
3701,i have only had the laptop since saturday (it is tuesday) and the screen keeps flickering (going from being on to being black and back).,Negative
3702,the screen is clear and the processor is fast enough for home use.,Positive
3703,"first laptop i bought had a dead pixel cluster on the top left of the screen. | the replacement i received had another dead pixel cluster in the center of the screen. | great processor and video card, but the low price makes sense when you see the quality of the screen.",Positive
3704,easy set up for any applications and love the touch screen affect.,Positive
3705,i just turned on my new computer and the screen went out?,Positive
3706,now after the last update the screen freezes daily and i get a blue spinning circle and a black screen.,Negative
3707,touch screen is not working.,Neutral
3708,the screen has bad flaws! | when i try to close the laptop the screen pops loose i do not know how much longer it will last and what i will do for school work when it breaks completely.,Negative
3709,"you get a very good piece of hardware (lightweight & portable, very fast boot, great screen and keyboard, ok trackpad).",Positive
3710,the screen was the deal maker there for me. | most everything else for this price level has trash screens.,Positive
3711,"the graphics are awesome with the high resolution and with multiple windows open, that is just kudos. | i could not be happier with my $500 turbo laptop with the awesome resolution.",Positive
3712,"after 13 months of normal use, one of the hinges broke and in turn cut a wire that prevented the screen from working.",Positive
3713,it is i deal for school work and has a very large screen other that the audio this is the best laptop i have ever had.,Positive
3714,"comfortable keyboard, excellent screen quality, the touch pad is a tad sensitive but this is hardly an issue, if anything it is a bonus at times when i am moving my cursor around the screen a lot.",Positive
3715,bright screen and backlit keyboard.,Positive
3716,"it came back with a weird looking blob on the screen and returned unrepaired eith lies about the screen being cracked, which it is not.",Negative
3717,"acer is a+ 5 star, touchscreen, has good keybooard, the battery last only for a day; u need to recharge it everyday.",Positive
3718,"the display is awesome, and despite the other comments of subpar audio, it is no worse than any other laptop i have used.",Positive
