,Storage Sentences,Storage Polarity
1103,"i was a bit disappointed in 128gb of storage and decided that even though it was a really nice machine for the price, for another $80 and change i could really make it fly.. if you look at my photos you can see that there is built in space for a 2.5 in sata drive. | in addition there is room to add memory and i decided to add another 8gb of ram along with the sata drive and 480 gb of storage. | if you look at the pictures i posted you can see that the acer storage is depleted by half as soon as you turn the machine on. | plenty of storage now. | it would have cost me way more than that to buy it with that memory and that storage from scratch. | if you want some speed, i mean real speed just upgrade the ram and the storage.",Positive
1104,"buy this computer if you need a really great, full hd screen and a capable computer to do surfing, microsoft office sort of tasks, watching netflix, etc.",Positive
1105,"the ssd is lighting fast. | this is my first laptop without an optical drive, but with streaming and cloud storage i should be able to do with out.",Positive
1106,the size and weight of this laptop may be a bit big and heavy for her but the full hd ips display and backlit keyboard is great for work or leisure.,Positive
1107,"sleek, lightweight adequate processor and storage.",Positive
1108,"the gaming part is good,but if you want cc for sims 4 make sure you have file space/storage in your folders.",Positive
1109,"i configured the unit to mirror my 7 inch fire tablet by downloading banking ,email and amazon shopping apps so now i have just what i use daily in a larger screen size with more storage.",Positive
1110,easily expanded storage by adding a 500gb hdd.,Positive
1111,$22 for an ssd and 5 minutes of your time and bam double the disk space. | change or add a hard drive (ssd or sata) no problem.,Negative
1112,"ok so i think this laptop is really good,excellent picture,great design,very lightweight,the light up keyboard is really nice(i just got to learn if it can change colors or not though),it boots up really fast,the fingerprint scanner works like it is intended and it is a great addition,my only gripe with this laptop is the fact it comes with an annoying color that makes the screen a little yellow-ish due to some program,so while in a white screen like this one it is coloration makes it look beige-ish,which is annoying,i got to learn on how to delete it so it can go back to actual white screen and not beige-ish,the volume on it though is lacking and it pretty much requires you to either get an external speaker or to download a volume booster app which sucks cause there is no free ones just 7 days trials one which sucks,,oh and also the small ssd hard drive which is 128gb is disappointing but i do have an external hard drive that this laptop supports just fine so it is not too big a deal,idk i like it so far the packaging was very nice and it was delivered on time as expected,it is a really great laptop,now i have not tested out every feature yet but i will soon,if there is any change in my opinion i will redo this review,for now i think it is worth the price,i hope this review helps,peace!",Positive
1113,it can run anything with ease the setup is easy and being able to add a 2.5 ssd is a great bonus.,Positive
1114,i have been a lifelong windows user and because of the lack of decent storage on the windows operating system and lack of ram on the laptop itself i figured i would give chome a shot and so far i like it.,Positive
1115,"yes, they make a ok operating system, but they make computers that cannot be repaired by taking out the ssd or ram sticks and putting new ones in.",Positive
1116,"bought this laptop for my kid, very sufficient processing speed, ssd, full hd, windows 10 safe mode, excellent buy.",Positive
1117,"great picture screen for photos, for experienced photographers, upgrade hard drive if needed.",Positive
1118,"it has a 14” fhd display, intel core i3-1115g4 processor, 4gb ddr4, 128gb pcie ssd, and a fingerprint reader. | it does come with built in uhd graphics so it will run some games for you however do not expect it to run anything demanding.",Neutral
1119,"i used an external seagate hard drive with my windows laptop and now use it with the mac, just had to download free software from seagate. | the hard drive has 2 usb a ports that i can use to connect some of my devices that do not have a usb c plug.",Negative
1120,the i-5 processor and 8gb of memory and 128 gb of ssd put it up with the best windows laptops. | and the screen resolution is beyond full hd.,Positive
1121,"this review is for the lenovo ideapad 3 laptop, 14.0"" fhd display, amd ryzen 5 5500u, 8gb ram, 256gb storage, amd radeon 7 graphics",Neutral
1122,"ssd makes startup and operations fast, touchscreen works great and it is light.",Positive
1123,"light laptop but incapable of handling any but the minimal amount of storage, files, photos, etc.",Positive
1124,"great laptop for the price, i kept the original m.2 for now but added a second ssd and 16 gb of ram, took it out of s mode and could not be happier.",Positive
1125,i did only get the 128gb of space but to fix this i bought an external ssd with a 500gb capacity.,Neutral
1126,the ssd is fast as well and this machine boots up in seconds. | i was able to upgrade the memory and add an extra hard drive fairly easily.,Positive
1127,i did take off the bottom cover to add another hard drive. | just start at the corners under the screen and make sure you get the right storage.,Positive
1128,"added 4 gb of ddr4 ram and a second ssd 500 gb drive, i am very happy with this, it is my first laptop, love it!",Positive
1129,"this is a nice laptop for the price, and it is very easy to upgrade the ram and add a second hard drive. | if you decide to order a second hard drive to upgrade it, be aware that you must order a drive that is 7mm thick. | i ended up installing a 7mm ssd and an additional 4gb of ram, and now it is blazing fast.",Positive
1130,there is no hdd just a ssd storage which has your os on it. | i upgraded the ram to 2 16gb cards and 500gb ssd. | there is a place for hdd with the ribbon cable inside already.,Neutral
1131,"this one with the m1 chip is a game changing , but i highly recommend to get the extra storage and the 16 gb ram i mean am not saying that the 8 gb ram will not work but i highly recommend to get the 16 gb ram if you are looking to run multiple tasks on this macbook or playing games from steam .",Negative
1132,i mostly bought it to connect to my tv via hdmi.,Positive
1133,"the only downside is the 500gb ssd (would have preferred a 1tb to start with), but i will upgrade it (and the ram) at a later point in time.",Neutral
1134,"a must is to upgrade to another stick of ram and another bigger hard drive, and you have a decent laptop.",Negative
