,Price Sentences,Price Polarity
3988,for that price this is a great laptop with a couple fixable issues.,Positive
3989,did tons of research and this is the best bang for the money.,Positive
3990,i did not want to spend a lot of money for a laptop that i only use occasionally. | this was perfect size & great price,Positive
3991,this is a great value for the price!,Positive
3992,"the case, though appearing smooth and well put together, feels cheap and not very refined. | the specs were good for the price point, and the build was average, but the poor quality screen was a deal breaker. | with screen technology improving so rapidly, i may have become a bit of a screen snob, but compared to other laptops in a similar price range, i felt the screen should be better than what it was.",Positive
3993,"i could not fork over big $$ for an apple product, but for this low price this does the job. | i had purchased another laptop from a large retailer for 2x the cost and it crashed when i tried to move quickly through the program.",Positive
3994,"for the price, this is a great option for anyone wanting a solid, basic laptop.",Positive
3995,but with respect to weight it is slightly heavy and the price is overboard,Negative
3996,but all i can say is that i spent a lot of money upgrading my 2011 macbook pro and i decided to just buy this computer with my stimulus check and it was the best decision i have ever made.,Positive
3997,great price for what you get.,Positive
3998,"it is nice and fast for google docs and spreadsheets and web browsing in general; it breezes through large, complex pipelines in the linux terminal; it does not handle a compute-intensive java app even as well as my cheap dell desktop.",Positive
3999,"you should be able to use a product you pay good money for, freely!",Positive
4000,the motherboard is shot and will cost over $200 to fix. | my daughter bought this with her own money and is very upset now.,Positive
4001,there is no fix for it and with the cost of it i would expect better,Positive
4002,so far we are very pleased with the laptop and for it is price you cannot beat it.,Positive
4003,"this is the one to get, or even go with the base model with out touch bar and still will outperform the intel macs and other laptops, while having the best power management on any laptop seen to date, while at a finally reasonable price.",Positive
4004,save your money and buy something that will last for more than 8 weeks.,Positive
4005,good for basic functions at this price point.,Positive
4006,and the price is right.,Positive
4007,"chromebook prices range from around $100 to over $1000. | the much cheaper mediatek system in this chromebook gives it mediocre performance, especially for intensive games or for business users who open lots of tabs simultaneously and frequently switch between them. | on the minus side, the white plastic shell looks and feels a little cheap, the screen is not very bright, and the touchpad's button feels a little clunky.",Negative
4008,decent little laptop for the price.,Negative
4009,seller is contradictory but it is an i3 with 8 gigs at a great price. | i will pay full price for something i can trust to last.,Positive
4010,"fast boot up, great 1080p resolution, expandable (added 4gb additional ram and a 1tb hd) and great value for it is $365+tax price point.",Positive
